Date,z_score,long,short,exit
2020-04-30,0.23984679793207822,False,False,False
2020-05-04,0.7557584497127143,False,False,False
2020-05-05,0.8567879026278479,False,False,False
2020-05-06,0.8207106735900491,False,False,False
2020-05-07,1.0242160738254484,False,False,False
2020-05-08,1.1157077500108474,False,False,False
2020-05-11,0.7007894410726397,False,False,False
2020-05-12,0.6034288468339043,False,False,False
2020-05-13,0.451558787535568,False,False,False
2020-05-14,0.1742848111748426,False,False,True
2020-05-15,0.2014725615216396,False,False,False
2020-05-18,0.5248289899408056,False,False,False
2020-05-19,0.30472357187695864,False,False,False
2020-05-20,0.39014259401333695,False,False,False
2020-05-21,0.17970156045320831,False,False,True
2020-05-22,-0.12866771576913302,False,False,True
2020-05-26,-0.01618748177851446,False,False,True
2020-05-27,0.03972774783483303,False,False,True
2020-05-28,0.06556896441244157,False,False,True
2020-05-29,-0.18082491635175987,False,False,True
2020-06-01,-0.48477506506889523,False,False,False
2020-06-02,-0.0095988042442365,False,False,True
2020-06-03,0.2357425005645944,False,False,False
2020-06-04,-0.1576901644501009,False,False,True
2020-06-05,-0.2482310933418888,False,False,False
2020-06-08,-0.6451222046842251,False,False,False
2020-06-09,-0.3693918590788111,False,False,False
2020-06-10,-0.4090054864842241,False,False,False
2020-06-11,0.027715932905115745,False,False,True
2020-06-12,-0.19379253220681839,False,False,True
2020-06-15,-0.15262518842940853,False,False,True
2020-06-16,-0.08778316602408498,False,False,True
2020-06-17,-0.8788598558068327,False,False,False
2020-06-18,-0.585677752000415,False,False,False
2020-06-19,-1.0825598805042502,False,False,False
2020-06-22,-0.8684617775339503,False,False,False
2020-06-23,-0.5869254839378936,False,False,False
2020-06-24,0.44247520452261707,False,False,False
2020-06-25,0.1280020067611085,False,False,True
2020-06-26,0.496673941505768,False,False,False
2020-06-29,0.5628135534299034,False,False,False
2020-06-30,0.08233529835851684,False,False,True
2020-07-01,0.3733470498195259,False,False,False
2020-07-02,-0.3833452893488929,False,False,False
2020-07-03,0.5269025289546702,False,False,False
2020-07-06,-0.36683648582004635,False,False,False
2020-07-07,-0.150996536255185,False,False,True
